1968.041096
   Z,        E,        F  
  17  7.032E+01  1.000E-33
  17  8.085E+01  1.000E-33
  17  9.296E+01  1.000E-33
  17  1.069E+02  1.000E-33
  17  1.229E+02  1.000E-33
  17  1.413E+02  1.000E-33
  17  1.625E+02  1.000E-33
  17  1.868E+02  1.000E-33
  17  2.148E+02  1.000E-33
  17  2.469E+02  1.000E-33
  17  2.839E+02  1.000E-33
  17  3.264E+02  1.000E-33
  17  3.753E+02  1.000E-33
  17  4.315E+02  1.000E-33
  17  4.961E+02  1.000E-33
  17  5.704E+02  1.000E-33
  17  6.558E+02  1.000E-33
  17  7.541E+02  1.000E-33
  17  8.670E+02  1.000E-33
  17  9.968E+02  1.000E-33
  17  1.146E+03  1.000E-33
  17  1.318E+03  1.000E-33
  17  1.515E+03  1.000E-33
  17  1.742E+03  1.000E-33
  17  2.003E+03  1.000E-33
  17  2.303E+03  1.000E-33
  17  2.648E+03  1.000E-33
  17  3.044E+03  1.000E-33
  17  3.500E+03  1.000E-33
  17  4.024E+03  1.000E-33
  17  4.627E+03  1.000E-33
  17  5.320E+03  1.000E-33
  17  6.116E+03  1.000E-33
  17  7.032E+03  1.000E-33
  17  8.085E+03  1.000E-33
  17  9.296E+03  1.000E-33
  17  1.069E+04  1.000E-33
  17  1.229E+04  1.000E-33
  17  1.413E+04  1.000E-33
  17  1.625E+04  1.000E-33
  17  1.868E+04  1.000E-33
  17  2.148E+04  1.000E-33
  17  2.469E+04  1.000E-33
  17  2.839E+04  1.000E-33
  17  3.264E+04  1.000E-33
  17  3.753E+04  1.000E-33
  17  4.315E+04  1.000E-33
  17  4.961E+04  1.000E-33
  17  5.704E+04  1.000E-33
  17  6.558E+04  1.000E-33
  17  7.541E+04  1.000E-33
  17  8.670E+04  1.000E-33
  17  9.968E+04  1.000E-33
  17  1.146E+05  1.000E-33
  17  1.318E+05  1.000E-33
  17  1.515E+05  1.000E-33
  17  1.742E+05  1.000E-33
  17  2.003E+05  1.000E-33
  17  2.303E+05  1.000E-33
  17  2.648E+05  1.000E-33
  17  3.044E+05  1.000E-33
  17  3.500E+05  1.000E-33
  18  4.000E-01  1.000E-33
  18  4.599E-01  1.000E-33
  18  5.288E-01  1.000E-33
  18  6.080E-01  1.000E-33
  18  6.990E-01  1.000E-33
  18  8.037E-01  1.000E-33
  18  9.241E-01  1.000E-33
  18  1.062E+00  1.000E-33
  18  1.222E+00  1.000E-33
  18  1.404E+00  1.000E-33
  18  1.615E+00  1.000E-33
  18  1.857E+00  1.000E-33
  18  2.135E+00  1.000E-33
  18  2.454E+00  1.000E-33
  18  2.822E+00  1.000E-33
  18  3.245E+00  1.000E-33
  18  3.730E+00  1.000E-33
  18  4.289E+00  1.000E-33
  18  4.931E+00  1.000E-33
  18  5.670E+00  1.000E-33
  18  6.519E+00  1.000E-33
  18  7.495E+00  1.000E-33
  18  8.618E+00  1.000E-33
  18  9.908E+00  1.000E-33
  18  1.139E+01  1.000E-33
  18  1.310E+01  1.000E-33
  18  1.506E+01  1.000E-33
  18  1.732E+01  1.000E-33
  18  1.991E+01  1.000E-33
  18  2.289E+01  1.000E-33
  18  2.632E+01  1.000E-33
  18  3.026E+01  1.000E-33
  18  3.479E+01  1.000E-33
  18  4.000E+01  1.000E-33
  18  4.599E+01  1.000E-33
  18  5.288E+01  1.000E-33
  18  6.080E+01  1.000E-33
  18  6.990E+01  1.000E-33
  18  8.037E+01  1.000E-33
  18  9.241E+01  1.000E-33
  18  1.062E+02  1.000E-33
  18  1.222E+02  1.000E-33
  18  1.404E+02  1.000E-33
  18  1.615E+02  1.000E-33
  18  1.857E+02  1.000E-33
  18  2.135E+02  1.000E-33
  18  2.454E+02  1.000E-33
  18  2.822E+02  1.000E-33
  18  3.245E+02  1.000E-33
  18  3.730E+02  1.000E-33
  18  4.289E+02  1.000E-33
  18  4.931E+02  1.000E-33
  18  5.670E+02  1.000E-33
  18  6.519E+02  1.000E-33
  18  7.495E+02  1.000E-33
  18  8.618E+02  1.000E-33
  18  9.908E+02  1.000E-33
  18  1.139E+03  1.000E-33
  18  1.310E+03  1.000E-33
  18  1.506E+03  1.000E-33
  18  1.732E+03  1.000E-33
  18  1.991E+03  1.000E-33
  18  2.289E+03  1.000E-33
  18  2.632E+03  1.000E-33
  18  3.026E+03  1.000E-33
  18  3.479E+03  1.000E-33
  18  4.000E+03  1.000E-33
  18  4.599E+03  1.000E-33
  18  5.288E+03  1.000E-33
  18  6.080E+03  1.000E-33
  18  6.990E+03  1.000E-33
  18  8.037E+03  1.000E-33
  18  9.241E+03  1.000E-33
  18  1.062E+04  1.000E-33
  18  1.222E+04  1.000E-33
  18  1.404E+04  1.000E-33
  18  1.615E+04  1.000E-33
  18  1.857E+04  1.000E-33
  18  2.135E+04  1.000E-33
  18  2.454E+04  1.000E-33
  18  2.822E+04  1.000E-33
  18  3.245E+04  1.000E-33
  18  3.730E+04  1.000E-33
  18  4.289E+04  1.000E-33
  18  4.931E+04  1.000E-33
  18  5.670E+04  1.000E-33
  18  6.519E+04  1.000E-33
  18  7.495E+04  1.000E-33
  18  8.618E+04  1.000E-33
  18  9.908E+04  1.000E-33
  18  1.139E+05  1.000E-33
  18  1.310E+05  1.000E-33
  18  1.506E+05  1.000E-33
  18  1.732E+05  1.000E-33
  18  1.991E+05  1.000E-33
  18  2.289E+05  1.000E-33
  18  2.632E+05  1.000E-33
  18  3.026E+05  1.000E-33
  18  3.479E+05  1.000E-33
  18  4.000E+05  1.000E-33
  19  3.900E-01  1.000E-33
  19  4.484E-01  1.000E-33
  19  5.156E-01  1.000E-33
  19  5.928E-01  1.000E-33
  19  6.815E-01  1.000E-33
  19  7.836E-01  1.000E-33
  19  9.010E-01  1.000E-33
  19  1.036E+00  1.000E-33
  19  1.191E+00  1.000E-33
  19  1.369E+00  1.000E-33
  19  1.574E+00  1.000E-33
  19  1.810E+00  1.000E-33
  19  2.081E+00  1.000E-33
  19  2.393E+00  1.000E-33
  19  2.751E+00  1.000E-33
  19  3.163E+00  1.000E-33
  19  3.637E+00  1.000E-33
  19  4.182E+00  1.000E-33
  19  4.808E+00  1.000E-33
  19  5.528E+00  1.000E-33
  19  6.356E+00  1.000E-33
  19  7.308E+00  1.000E-33
  19  8.402E+00  1.000E-33
  19  9.661E+00  1.000E-33
  19  1.111E+01  1.000E-33
  19  1.277E+01  1.000E-33
  19  1.468E+01  1.000E-33
  19  1.688E+01  1.000E-33
  19  1.941E+01  1.000E-33
  19  2.232E+01  1.000E-33
  19  2.566E+01  1.000E-33
  19  2.950E+01  1.000E-33
  19  3.392E+01  1.000E-33
  19  3.900E+01  1.000E-33
  19  4.484E+01  1.000E-33
  19  5.156E+01  1.000E-33
  19  5.928E+01  1.000E-33
  19  6.815E+01  1.000E-33
  19  7.836E+01  1.000E-33
  19  9.010E+01  1.000E-33
  19  1.036E+02  1.000E-33
  19  1.191E+02  1.000E-33
  19  1.369E+02  1.000E-33
  19  1.574E+02  1.000E-33
  19  1.810E+02  1.000E-33
  19  2.081E+02  1.000E-33
  19  2.393E+02  1.000E-33
  19  2.751E+02  1.000E-33
  19  3.163E+02  1.000E-33
  19  3.637E+02  1.000E-33
  19  4.182E+02  1.000E-33
  19  4.808E+02  1.000E-33
  19  5.528E+02  1.000E-33
  19  6.356E+02  1.000E-33
  19  7.308E+02  1.000E-33
  19  8.402E+02  1.000E-33
  19  9.661E+02  1.000E-33
  19  1.111E+03  1.000E-33
  19  1.277E+03  1.000E-33
  19  1.468E+03  1.000E-33
  19  1.688E+03  1.000E-33
  19  1.941E+03  1.000E-33
  19  2.232E+03  1.000E-33
  19  2.566E+03  1.000E-33
  19  2.950E+03  1.000E-33
  19  3.392E+03  1.000E-33
  19  3.900E+03  1.000E-33
  19  4.484E+03  1.000E-33
  19  5.156E+03  1.000E-33
  19  5.928E+03  1.000E-33
  19  6.815E+03  1.000E-33
  19  7.836E+03  1.000E-33
  19  9.010E+03  1.000E-33
  19  1.036E+04  1.000E-33
  19  1.191E+04  1.000E-33
  19  1.369E+04  1.000E-33
  19  1.574E+04  1.000E-33
  19  1.810E+04  1.000E-33
  19  2.081E+04  1.000E-33
  19  2.393E+04  1.000E-33
  19  2.751E+04  1.000E-33
  19  3.163E+04  1.000E-33
  19  3.637E+04  1.000E-33
  19  4.182E+04  1.000E-33
  19  4.808E+04  1.000E-33
  19  5.528E+04  1.000E-33
  19  6.356E+04  1.000E-33
  19  7.308E+04  1.000E-33
  19  8.402E+04  1.000E-33
  19  9.661E+04  1.000E-33
  19  1.111E+05  1.000E-33
  19  1.277E+05  1.000E-33
  19  1.468E+05  1.000E-33
  19  1.688E+05  1.000E-33
  19  1.941E+05  1.000E-33
  19  2.232E+05  1.000E-33
  19  2.566E+05  1.000E-33
  19  2.950E+05  1.000E-33
  19  3.392E+05  1.000E-33
  19  3.900E+05  1.000E-33
  20  4.000E-01  1.000E-33
  20  4.599E-01  1.000E-33
  20  5.288E-01  1.000E-33
  20  6.080E-01  1.000E-33
  20  6.990E-01  1.000E-33
  20  8.037E-01  1.000E-33
  20  9.241E-01  1.000E-33
  20  1.062E+00  1.000E-33
  20  1.222E+00  1.000E-33
  20  1.404E+00  1.000E-33
  20  1.615E+00  1.000E-33
  20  1.857E+00  1.000E-33
  20  2.135E+00  1.000E-33
  20  2.454E+00  1.000E-33
  20  2.822E+00  1.000E-33
  20  3.245E+00  1.000E-33
  20  3.730E+00  1.000E-33
  20  4.289E+00  1.000E-33
  20  4.931E+00  1.000E-33
  20  5.670E+00  1.000E-33
  20  6.519E+00  1.000E-33
  20  7.495E+00  1.000E-33
  20  8.618E+00  1.000E-33
  20  9.908E+00  1.000E-33
  20  1.139E+01  1.000E-33
  20  1.310E+01  1.000E-33
  20  1.506E+01  1.000E-33
  20  1.732E+01  1.000E-33
  20  1.991E+01  1.000E-33
  20  2.289E+01  1.000E-33
  20  2.632E+01  1.000E-33
  20  3.026E+01  1.000E-33
  20  3.479E+01  1.000E-33
  20  4.000E+01  1.000E-33
  20  4.599E+01  1.000E-33
  20  5.288E+01  1.000E-33
  20  6.080E+01  1.000E-33
  20  6.990E+01  1.000E-33
  20  8.037E+01  1.000E-33
  20  9.241E+01  1.000E-33
  20  1.062E+02  1.000E-33
  20  1.222E+02  1.000E-33
  20  1.404E+02  1.000E-33
  20  1.615E+02  1.000E-33
  20  1.857E+02  1.000E-33
  20  2.135E+02  1.000E-33
  20  2.454E+02  1.000E-33
  20  2.822E+02  1.000E-33
  20  3.245E+02  1.000E-33
  20  3.730E+02  1.000E-33
  20  4.289E+02  1.000E-33
  20  4.931E+02  1.000E-33
  20  5.670E+02  1.000E-33
  20  6.519E+02  1.000E-33
  20  7.495E+02  1.000E-33
  20  8.618E+02  1.000E-33
  20  9.908E+02  1.000E-33
  20  1.139E+03  1.000E-33
  20  1.310E+03  1.000E-33
  20  1.506E+03  1.000E-33
  20  1.732E+03  1.000E-33
  20  1.991E+03  1.000E-33
  20  2.289E+03  1.000E-33
  20  2.632E+03  1.000E-33
  20  3.026E+03  1.000E-33
  20  3.479E+03  1.000E-33
  20  4.000E+03  1.000E-33
  20  4.599E+03  1.000E-33
  20  5.288E+03  1.000E-33
  20  6.080E+03  1.000E-33
  20  6.990E+03  1.000E-33
  20  8.037E+03  1.000E-33
  20  9.241E+03  1.000E-33
  20  1.062E+04  1.000E-33
  20  1.222E+04  1.000E-33
  20  1.404E+04  1.000E-33
  20  1.615E+04  1.000E-33
  20  1.857E+04  1.000E-33
  20  2.135E+04  1.000E-33
  20  2.454E+04  1.000E-33
  20  2.822E+04  1.000E-33
  20  3.245E+04  1.000E-33
  20  3.730E+04  1.000E-33
  20  4.289E+04  1.000E-33
  20  4.931E+04  1.000E-33
  20  5.670E+04  1.000E-33
  20  6.519E+04  1.000E-33
  20  7.495E+04  1.000E-33
  20  8.618E+04  1.000E-33
  20  9.908E+04  1.000E-33
  20  1.139E+05  1.000E-33
  20  1.310E+05  1.000E-33
  20  1.506E+05  1.000E-33
  20  1.732E+05  1.000E-33
  20  1.991E+05  1.000E-33
  20  2.289E+05  1.000E-33
  20  2.632E+05  1.000E-33
  20  3.026E+05  1.000E-33
  20  3.479E+05  1.000E-33
  20  4.000E+05  1.000E-33
  21  4.500E-01  1.000E-33
  21  5.174E-01  1.000E-33
  21  5.949E-01  1.000E-33
  21  6.840E-01  1.000E-33
  21  7.864E-01  1.000E-33
  21  9.042E-01  1.000E-33
  21  1.040E+00  1.000E-33
  21  1.195E+00  1.000E-33
  21  1.374E+00  1.000E-33
  21  1.580E+00  1.000E-33
  21  1.817E+00  1.000E-33
  21  2.089E+00  1.000E-33
  21  2.402E+00  1.000E-33
  21  2.761E+00  1.000E-33
  21  3.175E+00  1.000E-33
  21  3.650E+00  1.000E-33
  21  4.197E+00  1.000E-33
  21  4.825E+00  1.000E-33
  21  5.548E+00  1.000E-33
  21  6.379E+00  1.000E-33
  21  7.334E+00  1.000E-33
  21  8.432E+00  1.000E-33
  21  9.695E+00  1.000E-33
  21  1.115E+01  1.000E-33
  21  1.282E+01  1.000E-33
  21  1.474E+01  1.000E-33
  21  1.694E+01  1.000E-33
  21  1.948E+01  1.000E-33
  21  2.240E+01  1.000E-33
  21  2.575E+01  1.000E-33
  21  2.961E+01  1.000E-33
  21  3.404E+01  1.000E-33
  21  3.914E+01  1.000E-33
  21  4.500E+01  1.000E-33
  21  5.174E+01  1.000E-33
  21  5.949E+01  1.000E-33
  21  6.840E+01  1.000E-33
  21  7.864E+01  1.000E-33
  21  9.042E+01  1.000E-33
  21  1.040E+02  1.000E-33
  21  1.195E+02  1.000E-33
  21  1.374E+02  1.000E-33
  21  1.580E+02  1.000E-33
  21  1.817E+02  1.000E-33
  21  2.089E+02  1.000E-33
  21  2.402E+02  1.000E-33
  21  2.761E+02  1.000E-33
  21  3.175E+02  1.000E-33
  21  3.650E+02  1.000E-33
  21  4.197E+02  1.000E-33
  21  4.825E+02  1.000E-33
  21  5.548E+02  1.000E-33
  21  6.379E+02  1.000E-33
  21  7.334E+02  1.000E-33
  21  8.432E+02  1.000E-33
  21  9.695E+02  1.000E-33
  21  1.115E+03  1.000E-33
  21  1.282E+03  1.000E-33
  21  1.474E+03  1.000E-33
  21  1.694E+03  1.000E-33
  21  1.948E+03  1.000E-33
  21  2.240E+03  1.000E-33
  21  2.575E+03  1.000E-33
  21  2.961E+03  1.000E-33
  21  3.404E+03  1.000E-33
  21  3.914E+03  1.000E-33
  21  4.500E+03  1.000E-33
  21  5.174E+03  1.000E-33
  21  5.949E+03  1.000E-33
  21  6.840E+03  1.000E-33
  21  7.864E+03  1.000E-33
  21  9.042E+03  1.000E-33
  21  1.040E+04  1.000E-33
  21  1.195E+04  1.000E-33
  21  1.374E+04  1.000E-33
  21  1.580E+04  1.000E-33
  21  1.817E+04  1.000E-33
  21  2.089E+04  1.000E-33
  21  2.402E+04  1.000E-33
  21  2.761E+04  1.000E-33
  21  3.175E+04  1.000E-33
  21  3.650E+04  1.000E-33
  21  4.197E+04  1.000E-33
  21  4.825E+04  1.000E-33
  21  5.548E+04  1.000E-33
  21  6.379E+04  1.000E-33
  21  7.334E+04  1.000E-33
  21  8.432E+04  1.000E-33
  21  9.695E+04  1.000E-33
  21  1.115E+05  1.000E-33
  21  1.282E+05  1.000E-33
  21  1.474E+05  1.000E-33
  21  1.694E+05  1.000E-33
  21  1.948E+05  1.000E-33
  21  2.240E+05  1.000E-33
  21  2.575E+05  1.000E-33
  21  2.961E+05  1.000E-33
  21  3.404E+05  1.000E-33
  21  3.914E+05  1.000E-33
  21  4.500E+05  1.000E-33
  22  4.800E-01  1.000E-33
  22  5.519E-01  1.000E-33
  22  6.345E-01  1.000E-33
  22  7.296E-01  1.000E-33
  22  8.388E-01  1.000E-33
  22  9.644E-01  1.000E-33
  22  1.109E+00  1.000E-33
  22  1.275E+00  1.000E-33
  22  1.466E+00  1.000E-33
  22  1.685E+00  1.000E-33
  22  1.938E+00  1.000E-33
  22  2.228E+00  1.000E-33
  22  2.562E+00  1.000E-33
  22  2.945E+00  1.000E-33
  22  3.386E+00  1.000E-33
  22  3.893E+00  1.000E-33
  22  4.476E+00  1.000E-33
  22  5.147E+00  1.000E-33
  22  5.918E+00  1.000E-33
  22  6.804E+00  1.000E-33
  22  7.823E+00  1.000E-33
  22  8.994E+00  1.000E-33
  22  1.034E+01  1.000E-33
  22  1.189E+01  1.000E-33
  22  1.367E+01  1.000E-33
  22  1.572E+01  1.000E-33
  22  1.807E+01  1.000E-33
  22  2.078E+01  1.000E-33
  22  2.389E+01  1.000E-33
  22  2.747E+01  1.000E-33
  22  3.158E+01  1.000E-33
  22  3.631E+01  1.000E-33
  22  4.175E+01  1.000E-33
  22  4.800E+01  1.000E-33
  22  5.519E+01  1.000E-33
  22  6.345E+01  1.000E-33
  22  7.296E+01  1.000E-33
  22  8.388E+01  1.000E-33
  22  9.644E+01  1.000E-33
  22  1.109E+02  1.000E-33
  22  1.275E+02  1.000E-33
  22  1.466E+02  1.000E-33
  22  1.685E+02  1.000E-33
  22  1.938E+02  1.000E-33
  22  2.228E+02  1.000E-33
  22  2.562E+02  1.000E-33
  22  2.945E+02  1.000E-33
  22  3.386E+02  1.000E-33
  22  3.893E+02  1.000E-33
  22  4.476E+02  1.000E-33
  22  5.147E+02  1.000E-33
  22  5.918E+02  1.000E-33
  22  6.804E+02  1.000E-33
  22  7.823E+02  1.000E-33
  22  8.994E+02  1.000E-33
  22  1.034E+03  1.000E-33
  22  1.189E+03  1.000E-33
  22  1.367E+03  1.000E-33
  22  1.572E+03  1.000E-33
  22  1.807E+03  1.000E-33
  22  2.078E+03  1.000E-33
  22  2.389E+03  1.000E-33
  22  2.747E+03  1.000E-33
  22  3.158E+03  1.000E-33
  22  3.631E+03  1.000E-33
  22  4.175E+03  1.000E-33
  22  4.800E+03  1.000E-33
  22  5.519E+03  1.000E-33
  22  6.345E+03  1.000E-33
  22  7.296E+03  1.000E-33
  22  8.388E+03  1.000E-33
  22  9.644E+03  1.000E-33
  22  1.109E+04  1.000E-33
  22  1.275E+04  1.000E-33
  22  1.466E+04  1.000E-33
  22  1.685E+04  1.000E-33
  22  1.938E+04  1.000E-33
  22  2.228E+04  1.000E-33
  22  2.562E+04  1.000E-33
  22  2.945E+04  1.000E-33
  22  3.386E+04  1.000E-33
  22  3.893E+04  1.000E-33
  22  4.476E+04  1.000E-33
  22  5.147E+04  1.000E-33
  22  5.918E+04  1.000E-33
  22  6.804E+04  1.000E-33
  22  7.823E+04  1.000E-33
  22  8.994E+04  1.000E-33
  22  1.034E+05  1.000E-33
  22  1.189E+05  1.000E-33
  22  1.367E+05  1.000E-33
  22  1.572E+05  1.000E-33
  22  1.807E+05  1.000E-33
  22  2.078E+05  1.000E-33
  22  2.389E+05  1.000E-33
  22  2.747E+05  1.000E-33
  22  3.158E+05  1.000E-33
  22  3.631E+05  1.000E-33
  22  4.175E+05  1.000E-33
  22  4.800E+05  1.000E-33
  23  5.100E-01  1.000E-33
  23  5.864E-01  1.000E-33
  23  6.742E-01  1.000E-33
  23  7.752E-01  1.000E-33
  23  8.912E-01  1.000E-33
  23  1.025E+00  1.000E-33
  23  1.178E+00  1.000E-33
  23  1.355E+00  1.000E-33
  23  1.557E+00  1.000E-33
  23  1.791E+00  1.000E-33
  23  2.059E+00  1.000E-33
  23  2.367E+00  1.000E-33
  23  2.722E+00  1.000E-33
  23  3.129E+00  1.000E-33
  23  3.598E+00  1.000E-33
  23  4.137E+00  1.000E-33
  23  4.756E+00  1.000E-33
  23  5.469E+00  1.000E-33
  23  6.288E+00  1.000E-33
  23  7.229E+00  1.000E-33
  23  8.312E+00  1.000E-33
  23  9.556E+00  1.000E-33
  23  1.099E+01  1.000E-33
  23  1.263E+01  1.000E-33
  23  1.452E+01  1.000E-33
  23  1.670E+01  1.000E-33
  23  1.920E+01  1.000E-33
  23  2.208E+01  1.000E-33
  23  2.538E+01  1.000E-33
  23  2.918E+01  1.000E-33
  23  3.355E+01  1.000E-33
  23  3.858E+01  1.000E-33
  23  4.436E+01  1.000E-33
  23  5.100E+01  1.000E-33
  23  5.864E+01  1.000E-33
  23  6.742E+01  1.000E-33
  23  7.752E+01  1.000E-33
  23  8.912E+01  1.000E-33
  23  1.025E+02  1.000E-33
  23  1.178E+02  1.000E-33
  23  1.355E+02  1.000E-33
  23  1.557E+02  1.000E-33
  23  1.791E+02  1.000E-33
  23  2.059E+02  1.000E-33
  23  2.367E+02  1.000E-33
  23  2.722E+02  1.000E-33
  23  3.129E+02  1.000E-33
  23  3.598E+02  1.000E-33
  23  4.137E+02  1.000E-33
  23  4.756E+02  1.000E-33
  23  5.469E+02  1.000E-33
  23  6.288E+02  1.000E-33
  23  7.229E+02  1.000E-33
  23  8.312E+02  1.000E-33
  23  9.556E+02  1.000E-33
  23  1.099E+03  1.000E-33
  23  1.263E+03  1.000E-33
  23  1.452E+03  1.000E-33
  23  1.670E+03  1.000E-33
  23  1.920E+03  1.000E-33
  23  2.208E+03  1.000E-33
  23  2.538E+03  1.000E-33
  23  2.918E+03  1.000E-33
  23  3.355E+03  1.000E-33
  23  3.858E+03  1.000E-33
  23  4.436E+03  1.000E-33
  23  5.100E+03  1.000E-33
  23  5.864E+03  1.000E-33
  23  6.742E+03  1.000E-33
  23  7.752E+03  1.000E-33
  23  8.912E+03  1.000E-33
  23  1.025E+04  1.000E-33
  23  1.178E+04  1.000E-33
  23  1.355E+04  1.000E-33
  23  1.557E+04  1.000E-33
  23  1.791E+04  1.000E-33
  23  2.059E+04  1.000E-33
  23  2.367E+04  1.000E-33
  23  2.722E+04  1.000E-33
  23  3.129E+04  1.000E-33
  23  3.598E+04  1.000E-33
  23  4.137E+04  1.000E-33
  23  4.756E+04  1.000E-33
  23  5.469E+04  1.000E-33
  23  6.288E+04  1.000E-33
  23  7.229E+04  1.000E-33
  23  8.312E+04  1.000E-33
  23  9.556E+04  1.000E-33
  23  1.099E+05  1.000E-33
  23  1.263E+05  1.000E-33
  23  1.452E+05  1.000E-33
  23  1.670E+05  1.000E-33
  23  1.920E+05  1.000E-33
  23  2.208E+05  1.000E-33
  23  2.538E+05  1.000E-33
  23  2.918E+05  1.000E-33
  23  3.355E+05  1.000E-33
  23  3.858E+05  1.000E-33
  23  4.436E+05  1.000E-33
  23  5.100E+05  1.000E-33
  24  5.200E-01  1.000E-33
  24  5.979E-01  1.000E-33
  24  6.874E-01  1.000E-33
  24  7.904E-01  1.000E-33
  24  9.087E-01  1.000E-33
  24  1.045E+00  1.000E-33
  24  1.201E+00  1.000E-33
  24  1.381E+00  1.000E-33
  24  1.588E+00  1.000E-33
  24  1.826E+00  1.000E-33
  24  2.099E+00  1.000E-33
  24  2.414E+00  1.000E-33
  24  2.775E+00  1.000E-33
  24  3.191E+00  1.000E-33
  24  3.668E+00  1.000E-33
  24  4.218E+00  1.000E-33
  24  4.850E+00  1.000E-33
  24  5.576E+00  1.000E-33
  24  6.411E+00  1.000E-33
  24  7.371E+00  1.000E-33
  24  8.475E+00  1.000E-33
  24  9.744E+00  1.000E-33
  24  1.120E+01  1.000E-33
  24  1.288E+01  1.000E-33
  24  1.481E+01  1.000E-33
  24  1.703E+01  1.000E-33
  24  1.958E+01  1.000E-33
  24  2.251E+01  1.000E-33
  24  2.588E+01  1.000E-33
  24  2.976E+01  1.000E-33
  24  3.421E+01  1.000E-33
  24  3.934E+01  1.000E-33
  24  4.523E+01  1.000E-33
  24  5.200E+01  1.000E-33
  24  5.979E+01  1.000E-33
  24  6.874E+01  1.000E-33
  24  7.904E+01  1.000E-33
  24  9.087E+01  1.000E-33
  24  1.045E+02  1.000E-33
  24  1.201E+02  1.000E-33
  24  1.381E+02  1.000E-33
  24  1.588E+02  1.000E-33
  24  1.826E+02  1.000E-33
  24  2.099E+02  1.000E-33
  24  2.414E+02  1.000E-33
  24  2.775E+02  1.000E-33
  24  3.191E+02  1.000E-33
  24  3.668E+02  1.000E-33
  24  4.218E+02  1.000E-33
  24  4.850E+02  1.000E-33
  24  5.576E+02  1.000E-33
  24  6.411E+02  1.000E-33
  24  7.371E+02  1.000E-33
  24  8.475E+02  1.000E-33
  24  9.744E+02  1.000E-33
  24  1.120E+03  1.000E-33
  24  1.288E+03  1.000E-33
  24  1.481E+03  1.000E-33
  24  1.703E+03  1.000E-33
  24  1.958E+03  1.000E-33
  24  2.251E+03  1.000E-33
  24  2.588E+03  1.000E-33
  24  2.976E+03  1.000E-33
  24  3.421E+03  1.000E-33
  24  3.934E+03  1.000E-33
  24  4.523E+03  1.000E-33
  24  5.200E+03  1.000E-33
  24  5.979E+03  1.000E-33
  24  6.874E+03  1.000E-33
  24  7.904E+03  1.000E-33
  24  9.087E+03  1.000E-33
  24  1.045E+04  1.000E-33
  24  1.201E+04  1.000E-33
  24  1.381E+04  1.000E-33
  24  1.588E+04  1.000E-33
  24  1.826E+04  1.000E-33
  24  2.099E+04  1.000E-33
  24  2.414E+04  1.000E-33
  24  2.775E+04  1.000E-33
  24  3.191E+04  1.000E-33
  24  3.668E+04  1.000E-33
  24  4.218E+04  1.000E-33
  24  4.850E+04  1.000E-33
  24  5.576E+04  1.000E-33
  24  6.411E+04  1.000E-33
  24  7.371E+04  1.000E-33
  24  8.475E+04  1.000E-33
  24  9.744E+04  1.000E-33
  24  1.120E+05  1.000E-33
  24  1.288E+05  1.000E-33
  24  1.481E+05  1.000E-33
  24  1.703E+05  1.000E-33
  24  1.958E+05  1.000E-33
  24  2.251E+05  1.000E-33
  24  2.588E+05  1.000E-33
  24  2.976E+05  1.000E-33
  24  3.421E+05  1.000E-33
  24  3.934E+05  1.000E-33
  24  4.523E+05  1.000E-33
  24  5.200E+05  1.000E-33
  25  5.500E-01  1.000E-33
  25  6.324E-01  1.000E-33
  25  7.271E-01  1.000E-33
  25  8.360E-01  1.000E-33
  25  9.611E-01  1.000E-33
  25  1.105E+00  1.000E-33
  25  1.271E+00  1.000E-33
  25  1.461E+00  1.000E-33
  25  1.680E+00  1.000E-33
  25  1.931E+00  1.000E-33
  25  2.220E+00  1.000E-33
  25  2.553E+00  1.000E-33
  25  2.935E+00  1.000E-33
  25  3.375E+00  1.000E-33
  25  3.880E+00  1.000E-33
  25  4.461E+00  1.000E-33
  25  5.129E+00  1.000E-33
  25  5.897E+00  1.000E-33
  25  6.781E+00  1.000E-33
  25  7.796E+00  1.000E-33
  25  8.964E+00  1.000E-33
  25  1.031E+01  1.000E-33
  25  1.185E+01  1.000E-33
  25  1.362E+01  1.000E-33
  25  1.566E+01  1.000E-33
  25  1.801E+01  1.000E-33
  25  2.071E+01  1.000E-33
  25  2.381E+01  1.000E-33
  25  2.737E+01  1.000E-33
  25  3.147E+01  1.000E-33
  25  3.619E+01  1.000E-33
  25  4.161E+01  1.000E-33
  25  4.784E+01  1.000E-33
  25  5.500E+01  1.000E-33
  25  6.324E+01  1.000E-33
  25  7.271E+01  1.000E-33
  25  8.360E+01  1.000E-33
  25  9.611E+01  1.000E-33
  25  1.105E+02  1.000E-33
  25  1.271E+02  1.000E-33
  25  1.461E+02  1.000E-33
  25  1.680E+02  1.000E-33
  25  1.931E+02  1.000E-33
  25  2.220E+02  1.000E-33
  25  2.553E+02  1.000E-33
  25  2.935E+02  1.000E-33
  25  3.375E+02  1.000E-33
  25  3.880E+02  1.000E-33
  25  4.461E+02  1.000E-33
  25  5.129E+02  1.000E-33
  25  5.897E+02  1.000E-33
  25  6.781E+02  1.000E-33
  25  7.796E+02  1.000E-33
  25  8.964E+02  1.000E-33
  25  1.031E+03  1.000E-33
  25  1.185E+03  1.000E-33
  25  1.362E+03  1.000E-33
  25  1.566E+03  1.000E-33
  25  1.801E+03  1.000E-33
  25  2.071E+03  1.000E-33
